park,year,PTP,species,sex,number,survey_class,ecoregion,latitude,longitude,plot,transect,point,water,wetland,shrub,dshrub,dec,mixed,spruce,baresnow,elev_m,jdate,radius,sound,obsnum
LACL,2004,213640404,GCSP,M,1,FIVE,AR,60.38717841,-152.5967949,21364,4,4,0.0,0.0,0.785488959,0.044164038,0.0,0.0,0.14511041,0.025236593,570.6978947,150,150.0,0.1,2
LACL,2004,213640404,HETH,M,1,FIVE,AR,60.38717841,-152.5967949,21364,4,4,0.0,0.0,0.785488959,0.044164038,0.0,0.0,0.14511041,0.025236593,570.6978947,150,150.0,0.1,2
LACL,2004,223120307,SAVS,M,1,FIVE,LH,60.64502645,-154.2639347,22312,3,7,0.080128205,0.0,0.439102564,0.317307692,0.0,0.0,0.163461538,0.0,610.10292,143,150.0,0.0,2
KATM,2006,158520203,AMRO,M,1,FIVE,AP,58.11831867,-154.4724156,15852,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,243.4229053,151,150.0,1.0,1
KATM,2006,158520203,FOSP,M,1,FIVE,AP,58.11831867,-154.4724156,15852,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,243.4229053,151,150.0,1.0,1
KATM,2006,158520203,FOSP,M,1,FIVE,AP,58.11831867,-154.4724156,15852,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,243.4229053,151,150.0,1.0,1
KATM,2006,158520203,GCSP,M,1,FIVE,AP,58.11831867,-154.4724156,15852,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,243.4229053,151,150.0,1.0,1
KATM,2006,158520203,GCSP,M,1,FIVE,AP,58.11831867,-154.4724156,15852,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,243.4229053,151,150.0,1.0,1
LACL,2004,208750303,GCSP,M,1,FIVE,AR,60.04685889,-154.5442525,20875,3,3,0.0,0.0,0.826923077,0.173076923,0.0,0.0,0.0,0.0,585.0466667,138,150.0,0.3,1
KATM,2006,158520203,HETH,M,1,FIVE,AP,58.11831867,-154.4724156,15852,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,243.4229053,151,150.0,1.0,1
KATM,2006,158520203,HETH,M,1,FIVE,AP,58.11831867,-154.4724156,15852,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,243.4229053,151,150.0,1.0,1
KATM,2005,170390304,AMRO,M,1,FIVE,AP,58.41213875,-156.001208,17039,3,4,0.0,0.0,0.13015873,0.019047619,0.003174603,0.212698413,0.634920635,0.0,96.33131429,145,50.0,0.0,2
KATM,2005,170390304,OCWA,M,1,FIVE,AP,58.41213875,-156.001208,17039,3,4,0.0,0.0,0.13015873,0.019047619,0.003174603,0.212698413,0.634920635,0.0,96.33131429,145,50.0,0.0,2
KATM,2005,170390304,YRWA,M,1,FIVE,AP,58.41213875,-156.001208,17039,3,4,0.0,0.0,0.13015873,0.019047619,0.003174603,0.212698413,0.634920635,0.0,96.33131429,145,50.0,0.0,2
KATM,2005,170390304,YRWA,M,1,FIVE,AP,58.41213875,-156.001208,17039,3,4,0.0,0.0,0.13015873,0.019047619,0.003174603,0.212698413,0.634920635,0.0,96.33131429,145,50.0,0.0,2
KATM,2005,177650105,AMPI,M,1,FIVE,AP,58.82040046,-154.5337881,17765,1,5,0.044444444,0.0,0.0,0.126984127,0.0,0.0,0.0,0.828571429,717.4992,140,150.0,0.0,1
LACL,2004,208750412,DEJU,M,1,FIVE,LH,60.02203471,-154.5639584,20875,4,12,0.0,0.0,0.659235669,0.0,0.0,0.0,0.340764331,0.0,345.8677895,139,50.0,0.0,1
LACL,2004,208750412,DEJU,M,1,FIVE,LH,60.02203471,-154.5639584,20875,4,12,0.0,0.0,0.659235669,0.0,0.0,0.0,0.340764331,0.0,345.8677895,139,50.0,0.0,1
LACL,2004,208750412,GCSP,M,1,FIVE,LH,60.02203471,-154.5639584,20875,4,12,0.0,0.0,0.659235669,0.0,0.0,0.0,0.340764331,0.0,345.8677895,139,50.0,0.0,1
LACL,2004,227890103,AMPI,M,1,FIVE,LH,60.78531512,-154.4347757,22789,1,3,0.0,0.0,0.254716981,0.562893082,0.0,0.128930818,0.0,0.05345912,900.0904421,144,150.0,0.0,2
KATM,2005,168090111,GCSP,M,1,FIVE,AP,58.53928057,-154.4453417,16809,1,11,0.0,0.0,0.189102564,0.746794872,0.0,0.0,0.0,0.064102564,430.6533714,141,50.0,0.0,2
KATM,2005,168090111,GCSP,M,1,FIVE,AP,58.53928057,-154.4453417,16809,1,11,0.0,0.0,0.189102564,0.746794872,0.0,0.0,0.0,0.064102564,430.6533714,141,50.0,0.0,2
KATM,2005,168090111,WIPT,M,1,FIVE,AP,58.53928057,-154.4453417,16809,1,11,0.0,0.0,0.189102564,0.746794872,0.0,0.0,0.0,0.064102564,430.6533714,141,50.0,0.0,2
LACL,2004,220750107,AMPI,M,1,FIVE,LH,60.54831471,-153.7860987,22075,1,7,0.0,0.0,0.105095541,0.722929936,0.0,0.0,0.0,0.171974522,875.3374737,141,150.0,0.0,2
LACL,2004,223120203,AMPI,M,1,FIVE,LH,60.64132442,-154.152135,22312,2,3,0.0,0.0,0.622222222,0.288888889,0.028571429,0.057142857,0.0,0.003174603,843.9186286,142,150.0,0.0,2
KATM,2006,163310310,FOSP,M,1,FIVE,AP,58.30137298,-154.3918314,16331,3,10,0.0,0.0,0.132911392,0.123417722,0.0,0.0,0.0,0.743670886,604.1777684,150,150.0,0.0,1
KATM,2006,163310310,GCSP,M,1,FIVE,AP,58.30137298,-154.3918314,16331,3,10,0.0,0.0,0.132911392,0.123417722,0.0,0.0,0.0,0.743670886,604.1777684,150,150.0,0.0,1
KATM,2005,165620211,GCSP,M,1,FIVE,AP,58.25910866,-155.7322719,16562,2,11,0.0,0.0,0.990506329,0.009493671,0.0,0.0,0.0,0.0,409.60548,132,150.0,0.0,1
KATM,2005,165620211,GCSP,M,1,FIVE,AP,58.25910866,-155.7322719,16562,2,11,0.0,0.0,0.990506329,0.009493671,0.0,0.0,0.0,0.0,409.60548,132,150.0,0.0,1
KATM,2005,165620211,GCSP,M,1,FIVE,AP,58.25910866,-155.7322719,16562,2,11,0.0,0.0,0.990506329,0.009493671,0.0,0.0,0.0,0.0,409.60548,132,150.0,0.0,1
KATM,2005,165620211,HETH,M,1,FIVE,AP,58.25910866,-155.7322719,16562,2,11,0.0,0.0,0.990506329,0.009493671,0.0,0.0,0.0,0.0,409.60548,132,150.0,0.0,1
LACL,2004,230310210,AMRO,M,1,FIVE,AR,60.90946913,-153.8850424,23031,2,10,0.0,0.0,0.61341853,0.0,0.0,0.332268371,0.054313099,0.0,757.41276,145,150.0,0.15,1
LACL,2004,230310210,AMRO,M,1,FIVE,AR,60.90946913,-153.8850424,23031,2,10,0.0,0.0,0.61341853,0.0,0.0,0.332268371,0.054313099,0.0,757.41276,145,150.0,0.15,1
LACL,2004,230310210,ATSP,M,1,FIVE,AR,60.90946913,-153.8850424,23031,2,10,0.0,0.0,0.61341853,0.0,0.0,0.332268371,0.054313099,0.0,757.41276,145,150.0,0.15,1
LACL,2004,230310210,ATSP,M,1,FIVE,AR,60.90946913,-153.8850424,23031,2,10,0.0,0.0,0.61341853,0.0,0.0,0.332268371,0.054313099,0.0,757.41276,145,150.0,0.15,1
LACL,2004,230310210,FOSP,M,1,FIVE,AR,60.90946913,-153.8850424,23031,2,10,0.0,0.0,0.61341853,0.0,0.0,0.332268371,0.054313099,0.0,757.41276,145,150.0,0.15,1
LACL,2004,230310210,GCSP,M,1,FIVE,AR,60.90946913,-153.8850424,23031,2,10,0.0,0.0,0.61341853,0.0,0.0,0.332268371,0.054313099,0.0,757.41276,145,150.0,0.15,1
LACL,2004,223180110,HETH,M,1,FIVE,AR,60.70038213,-153.0416373,22318,1,10,0.0,0.0,0.945859873,0.0,0.0,0.041401274,0.0,0.012738854,305.7144,149,50.0,0.6,1
LACL,2004,230310210,WCSP,M,1,FIVE,AR,60.90946913,-153.8850424,23031,2,10,0.0,0.0,0.61341853,0.0,0.0,0.332268371,0.054313099,0.0,757.41276,145,150.0,0.15,1
LACL,2004,230310210,WIWA,M,1,FIVE,AR,60.90946913,-153.8850424,23031,2,10,0.0,0.0,0.61341853,0.0,0.0,0.332268371,0.054313099,0.0,757.41276,145,150.0,0.15,1
LACL,2004,223180110,WIWA,M,1,FIVE,AR,60.70038213,-153.0416373,22318,1,10,0.0,0.0,0.945859873,0.0,0.0,0.041401274,0.0,0.012738854,305.7144,149,50.0,0.6,1
KATM,2005,172770107,ATSP,M,1,FIVE,AP,58.48718335,-156.1745173,17277,1,7,0.0,0.016025641,0.810897436,0.173076923,0.0,0.0,0.0,0.0,272.0901474,131,50.0,0.45,2
KATM,2006,160890205,FOSP,M,1,FIVE,AP,58.17404198,-154.834231,16089,2,5,0.0,0.0,0.323717949,0.048076923,0.0,0.0,0.0,0.628205128,115.07724,151,150.0,0.0,1
KATM,2006,160890205,GCSP,M,1,FIVE,AP,58.17404198,-154.834231,16089,2,5,0.0,0.0,0.323717949,0.048076923,0.0,0.0,0.0,0.628205128,115.07724,151,150.0,0.0,1
KATM,2006,160890205,GCSP,M,1,FIVE,AP,58.17404198,-154.834231,16089,2,5,0.0,0.0,0.323717949,0.048076923,0.0,0.0,0.0,0.628205128,115.07724,151,150.0,0.0,1
KATM,2006,160890205,HETH,M,1,FIVE,AP,58.17404198,-154.834231,16089,2,5,0.0,0.0,0.323717949,0.048076923,0.0,0.0,0.0,0.628205128,115.07724,151,150.0,0.0,1
KATM,2006,160890205,HETH,M,1,FIVE,AP,58.17404198,-154.834231,16089,2,5,0.0,0.0,0.323717949,0.048076923,0.0,0.0,0.0,0.628205128,115.07724,151,150.0,0.0,1
KATM,2006,160890205,OCWA,M,1,FIVE,AP,58.17404198,-154.834231,16089,2,5,0.0,0.0,0.323717949,0.048076923,0.0,0.0,0.0,0.628205128,115.07724,151,150.0,0.0,1
KATM,2006,160890205,OCWA,M,1,FIVE,AP,58.17404198,-154.834231,16089,2,5,0.0,0.0,0.323717949,0.048076923,0.0,0.0,0.0,0.628205128,115.07724,151,150.0,0.0,1
KATM,2006,160890205,WIWA,M,1,FIVE,AP,58.17404198,-154.834231,16089,2,5,0.0,0.0,0.323717949,0.048076923,0.0,0.0,0.0,0.628205128,115.07724,151,150.0,0.0,1
KATM,2006,160910306,FOSP,M,1,FIVE,AP,58.21269195,-154.523459,16091,3,6,0.0,0.0,0.069620253,0.0,0.0,0.0,0.0,0.930379747,512.7316571,150,150.0,0.0,1
KATM,2005,168030203,ATSP,M,1,FIVE,AP,58.36496397,-155.4352345,16803,2,3,0.0,0.0,0.673076923,0.051282051,0.150641026,0.025641026,0.099358974,0.0,316.0134316,133,150.0,0.0,1
KATM,2005,168030203,ATSP,M,1,FIVE,AP,58.36496397,-155.4352345,16803,2,3,0.0,0.0,0.673076923,0.051282051,0.150641026,0.025641026,0.099358974,0.0,316.0134316,133,150.0,0.0,1
KATM,2005,168030203,GCSP,M,1,FIVE,AP,58.36496397,-155.4352345,16803,2,3,0.0,0.0,0.673076923,0.051282051,0.150641026,0.025641026,0.099358974,0.0,316.0134316,133,150.0,0.0,1
KATM,2005,168030203,GCSP,M,1,FIVE,AP,58.36496397,-155.4352345,16803,2,3,0.0,0.0,0.673076923,0.051282051,0.150641026,0.025641026,0.099358974,0.0,316.0134316,133,150.0,0.0,1
KATM,2005,168030203,HETH,M,1,FIVE,AP,58.36496397,-155.4352345,16803,2,3,0.0,0.0,0.673076923,0.051282051,0.150641026,0.025641026,0.099358974,0.0,316.0134316,133,150.0,0.0,1
KATM,2005,168030203,OCWA,M,1,FIVE,AP,58.36496397,-155.4352345,16803,2,3,0.0,0.0,0.673076923,0.051282051,0.150641026,0.025641026,0.099358974,0.0,316.0134316,133,150.0,0.0,1
KATM,2005,168030203,WCSP,M,1,FIVE,AP,58.36496397,-155.4352345,16803,2,3,0.0,0.0,0.673076923,0.051282051,0.150641026,0.025641026,0.099358974,0.0,316.0134316,133,150.0,0.0,1
KATM,2005,168000206,GCSP,M,1,FIVE,BBL,58.35467041,-156.0097648,16800,2,6,0.037974684,0.0,0.924050633,0.037974684,0.0,0.0,0.0,0.0,334.3174737,132,150.0,0.4,2
KATM,2005,168000206,GCSP,M,1,FIVE,BBL,58.35467041,-156.0097648,16800,2,6,0.037974684,0.0,0.924050633,0.037974684,0.0,0.0,0.0,0.0,334.3174737,132,150.0,0.4,2
KATM,2005,168000206,HETH,M,1,FIVE,BBL,58.35467041,-156.0097648,16800,2,6,0.037974684,0.0,0.924050633,0.037974684,0.0,0.0,0.0,0.0,334.3174737,132,150.0,0.4,2
KATM,2005,177590205,YRWA,M,1,FIVE,AP,58.70146595,-155.5375579,17759,2,5,0.0,0.0,0.189274448,0.066246057,0.097791798,0.14511041,0.501577287,0.0,141.3469895,135,50.0,1.0,1
KATM,2005,177590205,YRWA,M,1,FIVE,AP,58.70146595,-155.5375579,17759,2,5,0.0,0.0,0.189274448,0.066246057,0.097791798,0.14511041,0.501577287,0.0,141.3469895,135,50.0,1.0,1
LACL,2004,211150209,FOSP,M,1,FIVE,AR,60.11906354,-154.4174042,21115,2,9,0.0,0.0,0.442675159,0.006369427,0.0,0.095541401,0.455414013,0.0,440.1151579,138,150.0,0.4,2
LACL,2004,215990301,FOSP,M,1,FIVE,AR,60.41209772,-153.366287,21599,3,1,0.0,0.0,0.575562701,0.0,0.038585209,0.025723473,0.01607717,0.344051447,440.1602286,141,150.0,0.3,2
LACL,2004,211150209,GCSP,M,1,FIVE,AR,60.11906354,-154.4174042,21115,2,9,0.0,0.0,0.442675159,0.006369427,0.0,0.095541401,0.455414013,0.0,440.1151579,138,150.0,0.4,2
LACL,2004,215990301,GCSP,M,1,FIVE,AR,60.41209772,-153.366287,21599,3,1,0.0,0.0,0.575562701,0.0,0.038585209,0.025723473,0.01607717,0.344051447,440.1602286,141,150.0,0.3,2
LACL,2004,213570211,DEJU,M,1,FIVE,AR,60.27421458,-153.8960421,21357,2,11,0.0,0.0,0.063897764,0.0,0.290734824,0.437699681,0.207667732,0.0,202.25385,143,50.0,0.0,1
LACL,2004,213570211,YRWA,M,1,FIVE,AR,60.27421458,-153.8960421,21357,2,11,0.0,0.0,0.063897764,0.0,0.290734824,0.437699681,0.207667732,0.0,202.25385,143,50.0,0.0,1
LACL,2004,213570211,YRWA,M,1,FIVE,AR,60.27421458,-153.8960421,21357,2,11,0.0,0.0,0.063897764,0.0,0.290734824,0.437699681,0.207667732,0.0,202.25385,143,50.0,0.0,1
LACL,2004,206380204,ATSP,M,1,FIVE,AR,59.97007647,-154.0574126,20638,2,4,0.047468354,0.003164557,0.851265823,0.0,0.0,0.015822785,0.082278481,0.0,459.7230667,140,50.0,0.0,1
LACL,2004,206380204,ATSP,M,1,FIVE,AR,59.97007647,-154.0574126,20638,2,4,0.047468354,0.003164557,0.851265823,0.0,0.0,0.015822785,0.082278481,0.0,459.7230667,140,50.0,0.0,1
LACL,2004,206380204,DEJU,M,1,FIVE,AR,59.97007647,-154.0574126,20638,2,4,0.047468354,0.003164557,0.851265823,0.0,0.0,0.015822785,0.082278481,0.0,459.7230667,140,50.0,0.0,1
LACL,2004,206380204,GCSP,M,1,FIVE,AR,59.97007647,-154.0574126,20638,2,4,0.047468354,0.003164557,0.851265823,0.0,0.0,0.015822785,0.082278481,0.0,459.7230667,140,50.0,0.0,1
LACL,2004,206380204,WIPT,M,1,FIVE,AR,59.97007647,-154.0574126,20638,2,4,0.047468354,0.003164557,0.851265823,0.0,0.0,0.015822785,0.082278481,0.0,459.7230667,140,50.0,0.0,1
LACL,2006,206450105,GCSP,M,1,FIVE,AR,60.0780622,-152.887243,20645,1,5,0.060897436,0.0,0.221153846,0.0,0.0,0.0,0.413461538,0.304487179,145.5179368,154,150.0,0.5,1
LACL,2006,206450105,YRWA,M,1,FIVE,AR,60.0780622,-152.887243,20645,1,5,0.060897436,0.0,0.221153846,0.0,0.0,0.0,0.413461538,0.304487179,145.5179368,154,150.0,0.5,1
KATM,2005,187170110,AMRO,M,1,FIVE,AP,59.11248045,-155.3722214,18717,1,10,0.0,0.0,0.176282051,0.823717949,0.0,0.0,0.0,0.0,304.2866526,135,50.0,0.0,2
KATM,2005,187170110,ATSP,M,1,FIVE,AP,59.11248045,-155.3722214,18717,1,10,0.0,0.0,0.176282051,0.823717949,0.0,0.0,0.0,0.0,304.2866526,135,50.0,0.0,2
KATM,2005,187170110,GCSP,M,1,FIVE,AP,59.11248045,-155.3722214,18717,1,10,0.0,0.0,0.176282051,0.823717949,0.0,0.0,0.0,0.0,304.2866526,135,50.0,0.0,2
KATM,2005,165620103,GCSP,M,1,FIVE,AP,58.25669493,-155.7726421,16562,1,3,0.0,0.0,0.775316456,0.205696203,0.0,0.0,0.018987342,0.0,329.3291429,131,150.0,0.0,1
KATM,2005,172840201,DEJU,M,1,FIVE,AP,58.62452745,-155.0489707,17284,2,1,0.009493671,0.0,0.39556962,0.0,0.594936709,0.0,0.0,0.0,136.07796,139,50.0,1.0,2
KATM,2005,172840201,HETH,M,1,FIVE,AP,58.62452745,-155.0489707,17284,2,1,0.009493671,0.0,0.39556962,0.0,0.594936709,0.0,0.0,0.0,136.07796,139,50.0,1.0,2
KATM,2005,172840201,HETH,M,1,FIVE,AP,58.62452745,-155.0489707,17284,2,1,0.009493671,0.0,0.39556962,0.0,0.594936709,0.0,0.0,0.0,136.07796,139,50.0,1.0,2
KATM,2005,168070208,HETH,M,1,FIVE,AP,58.45459342,-154.7379632,16807,2,8,0.0,0.0,0.287974684,0.0,0.712025316,0.0,0.0,0.0,193.53276,143,150.0,1.0,2
KATM,2005,168070208,OCWA,M,1,FIVE,AP,58.45459342,-154.7379632,16807,2,8,0.0,0.0,0.287974684,0.0,0.712025316,0.0,0.0,0.0,193.53276,143,150.0,1.0,2
KATM,2005,172840201,WIWA,M,1,FIVE,AP,58.62452745,-155.0489707,17284,2,1,0.009493671,0.0,0.39556962,0.0,0.594936709,0.0,0.0,0.0,136.07796,139,50.0,1.0,2
KATM,2005,168070208,WIWA,M,1,FIVE,AP,58.45459342,-154.7379632,16807,2,8,0.0,0.0,0.287974684,0.0,0.712025316,0.0,0.0,0.0,193.53276,143,150.0,1.0,2
KATM,2005,168070208,WIWA,M,1,FIVE,AP,58.45459342,-154.7379632,16807,2,8,0.0,0.0,0.287974684,0.0,0.712025316,0.0,0.0,0.0,193.53276,143,150.0,1.0,2
KATM,2005,172840201,YRWA,M,1,FIVE,AP,58.62452745,-155.0489707,17284,2,1,0.009493671,0.0,0.39556962,0.0,0.594936709,0.0,0.0,0.0,136.07796,139,50.0,1.0,2
KATM,2005,172840201,YRWA,M,1,FIVE,AP,58.62452745,-155.0489707,17284,2,1,0.009493671,0.0,0.39556962,0.0,0.594936709,0.0,0.0,0.0,136.07796,139,50.0,1.0,2
LACL,2004,213640204,FOSP,M,1,FIVE,AR,60.39993231,-152.6339697,21364,2,4,0.037974684,0.0,0.949367089,0.0,0.0,0.0,0.012658228,0.0,427.6344,149,150.0,0.05,2
LACL,2004,213640204,GCSP,M,1,FIVE,AR,60.39993231,-152.6339697,21364,2,4,0.037974684,0.0,0.949367089,0.0,0.0,0.0,0.012658228,0.0,427.6344,149,150.0,0.05,2
LACL,2004,218350203,DEJU,M,1,FIVE,LH,60.50619733,-153.9296191,21835,2,3,0.0,0.012658228,0.132911392,0.0,0.0,0.009493671,0.844936709,0.0,444.27648,140,50.0,0.0,2
LACL,2004,218350203,YRWA,M,1,FIVE,LH,60.50619733,-153.9296191,21835,2,3,0.0,0.012658228,0.132911392,0.0,0.0,0.009493671,0.844936709,0.0,444.27648,140,50.0,0.0,2
KATM,2005,170390201,FOSP,M,1,FIVE,AP,58.37340295,-155.9509439,17039,2,1,0.0,0.0,0.862619808,0.137380192,0.0,0.0,0.0,0.0,389.3058,133,150.0,0.9,2
KATM,2005,170390201,FOSP,M,1,FIVE,AP,58.37340295,-155.9509439,17039,2,1,0.0,0.0,0.862619808,0.137380192,0.0,0.0,0.0,0.0,389.3058,133,150.0,0.9,2
KATM,2005,170390201,GCSP,M,1,FIVE,AP,58.37340295,-155.9509439,17039,2,1,0.0,0.0,0.862619808,0.137380192,0.0,0.0,0.0,0.0,389.3058,133,150.0,0.9,2
KATM,2005,170390201,GCSP,M,1,FIVE,AP,58.37340295,-155.9509439,17039,2,1,0.0,0.0,0.862619808,0.137380192,0.0,0.0,0.0,0.0,389.3058,133,150.0,0.9,2
KATM,2005,170390201,HETH,M,1,FIVE,AP,58.37340295,-155.9509439,17039,2,1,0.0,0.0,0.862619808,0.137380192,0.0,0.0,0.0,0.0,389.3058,133,150.0,0.9,2
KATM,2005,170390201,HETH,M,1,FIVE,AP,58.37340295,-155.9509439,17039,2,1,0.0,0.0,0.862619808,0.137380192,0.0,0.0,0.0,0.0,389.3058,133,150.0,0.9,2
LACL,2004,232670211,AMRO,M,1,FIVE,AR,60.93591252,-154.4952005,23267,2,11,0.003164557,0.079113924,0.082278481,0.0,0.0,0.015822785,0.819620253,0.0,302.3776421,147,150.0,0.0,2
LACL,2004,227890501,ATSP,M,1,FIVE,LH,60.81785887,-154.38051,22789,5,1,0.019169329,0.0,0.559105431,0.019169329,0.0,0.0,0.402555911,0.0,551.3992421,145,150.0,0.0,2
LACL,2004,227890501,ATSP,M,1,FIVE,LH,60.81785887,-154.38051,22789,5,1,0.019169329,0.0,0.559105431,0.019169329,0.0,0.0,0.402555911,0.0,551.3992421,145,150.0,0.0,2
LACL,2004,227890501,ATSP,M,1,FIVE,LH,60.81785887,-154.38051,22789,5,1,0.019169329,0.0,0.559105431,0.019169329,0.0,0.0,0.402555911,0.0,551.3992421,145,150.0,0.0,2
LACL,2004,227890501,WCSP,M,1,FIVE,LH,60.81785887,-154.38051,22789,5,1,0.019169329,0.0,0.559105431,0.019169329,0.0,0.0,0.402555911,0.0,551.3992421,145,150.0,0.0,2
LACL,2004,227890501,WCSP,M,1,FIVE,LH,60.81785887,-154.38051,22789,5,1,0.019169329,0.0,0.559105431,0.019169329,0.0,0.0,0.402555911,0.0,551.3992421,145,150.0,0.0,2
LACL,2006,204060209,FOSP,M,1,FIVE,AR,60.01003845,-152.8540604,20406,2,9,0.0,0.0,0.670926518,0.0,0.0,0.0,0.290734824,0.038338658,330.9807158,155,150.0,0.0,1
LACL,2006,204060209,FOSP,M,1,FIVE,AR,60.01003845,-152.8540604,20406,2,9,0.0,0.0,0.670926518,0.0,0.0,0.0,0.290734824,0.038338658,330.9807158,155,150.0,0.0,1
LACL,2006,204060209,FOSP,M,1,FIVE,AR,60.01003845,-152.8540604,20406,2,9,0.0,0.0,0.670926518,0.0,0.0,0.0,0.290734824,0.038338658,330.9807158,155,150.0,0.0,1
LACL,2006,204060209,GCSP,M,1,FIVE,AR,60.01003845,-152.8540604,20406,2,9,0.0,0.0,0.670926518,0.0,0.0,0.0,0.290734824,0.038338658,330.9807158,155,150.0,0.0,1
LACL,2006,204060209,GCSP,M,1,FIVE,AR,60.01003845,-152.8540604,20406,2,9,0.0,0.0,0.670926518,0.0,0.0,0.0,0.290734824,0.038338658,330.9807158,155,150.0,0.0,1
LACL,2006,204060209,HETH,M,1,FIVE,AR,60.01003845,-152.8540604,20406,2,9,0.0,0.0,0.670926518,0.0,0.0,0.0,0.290734824,0.038338658,330.9807158,155,150.0,0.0,1
LACL,2006,204060209,HETH,M,1,FIVE,AR,60.01003845,-152.8540604,20406,2,9,0.0,0.0,0.670926518,0.0,0.0,0.0,0.290734824,0.038338658,330.9807158,155,150.0,0.0,1
KATM,2005,168070201,ROPT,M,1,FIVE,AP,58.42725635,-154.7084803,16807,2,1,0.0,0.0,0.015822785,0.417721519,0.0,0.0,0.0,0.566455697,799.2176842,141,150.0,0.0,2
KATM,2005,170470309,FOSP,M,1,FIVE,AP,58.57798191,-154.6075967,17047,3,9,0.0,0.0,0.911392405,0.0,0.088607595,0.0,0.0,0.0,208.43748,141,50.0,1.0,1
KATM,2005,170470309,GCSP,M,1,FIVE,AP,58.57798191,-154.6075967,17047,3,9,0.0,0.0,0.911392405,0.0,0.088607595,0.0,0.0,0.0,208.43748,141,50.0,1.0,1
KATM,2005,170470309,GCSP,M,1,FIVE,AP,58.57798191,-154.6075967,17047,3,9,0.0,0.0,0.911392405,0.0,0.088607595,0.0,0.0,0.0,208.43748,141,50.0,1.0,1
KATM,2005,170470309,HETH,M,1,FIVE,AP,58.57798191,-154.6075967,17047,3,9,0.0,0.0,0.911392405,0.0,0.088607595,0.0,0.0,0.0,208.43748,141,50.0,1.0,1
KATM,2005,170470309,HETH,M,1,FIVE,AP,58.57798191,-154.6075967,17047,3,9,0.0,0.0,0.911392405,0.0,0.088607595,0.0,0.0,0.0,208.43748,141,50.0,1.0,1
KATM,2005,170470309,OCWA,M,1,FIVE,AP,58.57798191,-154.6075967,17047,3,9,0.0,0.0,0.911392405,0.0,0.088607595,0.0,0.0,0.0,208.43748,141,50.0,1.0,1
KATM,2005,170470309,SAVS,M,1,FIVE,AP,58.57798191,-154.6075967,17047,3,9,0.0,0.0,0.911392405,0.0,0.088607595,0.0,0.0,0.0,208.43748,141,50.0,1.0,1
KATM,2005,170470309,WIWA,M,1,FIVE,AP,58.57798191,-154.6075967,17047,3,9,0.0,0.0,0.911392405,0.0,0.088607595,0.0,0.0,0.0,208.43748,141,50.0,1.0,1
KATM,2005,170470309,WIWA,M,1,FIVE,AP,58.57798191,-154.6075967,17047,3,9,0.0,0.0,0.911392405,0.0,0.088607595,0.0,0.0,0.0,208.43748,141,50.0,1.0,1
KATM,2005,170470309,WIWA,M,1,FIVE,AP,58.57798191,-154.6075967,17047,3,9,0.0,0.0,0.911392405,0.0,0.088607595,0.0,0.0,0.0,208.43748,141,50.0,1.0,1
KATM,2005,184810202,AMPI,M,1,FIVE,AP,59.06959277,-154.8761122,18481,2,2,0.022292994,0.0,0.175159236,0.802547771,0.0,0.0,0.0,0.0,561.8586947,136,50.0,0.0,2
KATM,2005,170470401,GCSP,M,1,FIVE,AP,58.58158529,-154.6225904,17047,4,1,0.0,0.0,0.680379747,0.0,0.319620253,0.0,0.0,0.0,180.3774316,142,150.0,0.0,1
KATM,2005,170470401,GCSP,M,1,FIVE,AP,58.58158529,-154.6225904,17047,4,1,0.0,0.0,0.680379747,0.0,0.319620253,0.0,0.0,0.0,180.3774316,142,150.0,0.0,1
KATM,2005,170470401,GCSP,M,1,FIVE,AP,58.58158529,-154.6225904,17047,4,1,0.0,0.0,0.680379747,0.0,0.319620253,0.0,0.0,0.0,180.3774316,142,150.0,0.0,1
KATM,2005,170470401,HETH,M,1,FIVE,AP,58.58158529,-154.6225904,17047,4,1,0.0,0.0,0.680379747,0.0,0.319620253,0.0,0.0,0.0,180.3774316,142,150.0,0.0,1
KATM,2005,170470401,OCWA,M,1,FIVE,AP,58.58158529,-154.6225904,17047,4,1,0.0,0.0,0.680379747,0.0,0.319620253,0.0,0.0,0.0,180.3774316,142,150.0,0.0,1
KATM,2005,170470401,OCWA,M,1,FIVE,AP,58.58158529,-154.6225904,17047,4,1,0.0,0.0,0.680379747,0.0,0.319620253,0.0,0.0,0.0,180.3774316,142,150.0,0.0,1
KATM,2005,170470401,OCWA,M,1,FIVE,AP,58.58158529,-154.6225904,17047,4,1,0.0,0.0,0.680379747,0.0,0.319620253,0.0,0.0,0.0,180.3774316,142,150.0,0.0,1
KATM,2005,170470401,WIWA,M,1,FIVE,AP,58.58158529,-154.6225904,17047,4,1,0.0,0.0,0.680379747,0.0,0.319620253,0.0,0.0,0.0,180.3774316,142,150.0,0.0,1
